date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:06:52	64007/64007	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Nov%202018%2008:51:52%20GMT	https://www.w3schools.com/js/js_const.asp	/home/ik_2dw3/My%20Web%20Sites/JavaScript/www.w3schools.com/js/js_const.html	(from https://www.w3schools.com/js/)
19:06:53	58496/58496	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Nov%202018%2006:12:25%20GMT	https://www.w3schools.com/js/js_debugging.asp	/home/ik_2dw3/My%20Web%20Sites/JavaScript/www.w3schools.com/js/js_debugging.html	(from https://www.w3schools.com/js/)
19:06:54	63012/63012	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Nov%202018%2010:08:11%20GMT	https://www.w3schools.com/js/js_conventions.asp	/home/ik_2dw3/My%20Web%20Sites/JavaScript/www.w3schools.com/js/js_conventions.html	(from https://www.w3schools.com/js/)
19:06:55	65008/65008	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Nov%202018%2005:46:49%20GMT	https://www.w3schools.com/js/js_best_practices.asp	/home/ik_2dw3/My%20Web%20Sites/JavaScript/www.w3schools.com/js/js_best_practices.html	(from https://www.w3schools.com/js/)
19:06:56	69664/69664	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Nov%202018%2009:42:33%20GMT	https://www.w3schools.com/js/js_mistakes.asp	/home/ik_2dw3/My%20Web%20Sites/JavaScript/www.w3schools.com/js/js_mistakes.html	(from https://www.w3schools.com/js/)
19:06:57	57677/57677	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Nov%202018%2009:01:42%20GMT	https://www.w3schools.com/js/js_performance.asp	/home/ik_2dw3/My%20Web%20Sites/JavaScript/www.w3schools.com/js/js_performance.html	(from https://www.w3schools.com/js/)
19:06:58	60025/60025	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Nov%202018%2007:21:52%20GMT	https://www.w3schools.com/js/js_reserved.asp	/home/ik_2dw3/My%20Web%20Sites/JavaScript/www.w3schools.com/js/js_reserved.html	(from https://www.w3schools.com/js/)
19:06:59	60433/60433	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Nov%202018%2007:21:23%20GMT	https://www.w3schools.com/js/js_versions.asp	/home/ik_2dw3/My%20Web%20Sites/JavaScript/www.w3schools.com/js/js_versions.html	(from https://www.w3schools.com/js/)
19:07:00	76906/76906	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Nov%202018%2007:39:52%20GMT	https://www.w3schools.com/js/js_es5.asp	/home/ik_2dw3/My%20Web%20Sites/JavaScript/www.w3schools.com/js/js_es5.html	(from https://www.w3schools.com/js/)
19:07:01	63662/63662	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Nov%202018%2006:33:03%20GMT	https://www.w3schools.com/js/js_es6.asp	/home/ik_2dw3/My%20Web%20Sites/JavaScript/www.w3schools.com/js/js_es6.html	(from https://www.w3schools.com/js/)
